Team,CR,CCOP,CCSP,P,DR,IBS,OBS,CRN,INT,BLK,TKL,FC,AW,BR,DW,AKS,CL,LMT,poss
Leganes,19.57894736842105,6.157894736842105,1.236842105263158,258.2631578947368,6.447368421052633,7.473684210526316,3.5789473684210527,3.657894736842105,11.36842105263158,2.2105263157894743,16.026315789473685,14.23684210526316,25.078947368421048,59.26315789473684,57.026315789473685,0.2631578947368421,22.76315789473684,0.02631578947368421,0.445
Levante,17.736842105263158,6.13157894736842,0.8947368421052632,259.3947368421053,10.368421052631579,7.184210526315789,4.526315789473684,5.315789473684211,11.105263157894735,3.9736842105263164,15.052631578947368,13.18421052631579,13.078947368421053,59.89473684210525,50.57894736842106,0.34210526315789475,20.92105263157895,0.10526315789473684,0.466
Villarreal,16.263157894736842,7.578947368421053,1.1052631578947372,336.89473684210526,9.078947368421053,8.552631578947368,4.5,4.421052631578949,10.263157894736842,3.736842105263158,17.605263157894736,13.63157894736842,16.94736842105263,56.868421052631575,53.657894736842096,0.3157894736842105,21.657894736842106,0.02631578947368421,0.485
Celta Vigo,17.342105263157894,7.13157894736842,0.9210526315789472,370.18421052631584,9.894736842105264,7.5,4.421052631578949,4.289473684210527,10.052631578947368,2.763157894736842,16.710526315789473,12.052631578947368,18.026315789473685,56.94736842105264,56.81578947368421,0.3947368421052632,21.315789473684212,0.02631578947368421,0.515
Real Valladolid,21.157894736842106,6.105263157894738,1.1052631578947372,290.7105263157895,7.5,6.184210526315789,4.7105263157894735,5.289473684210527,10.18421052631579,2.9736842105263164,18.815789473684212,13.710526315789476,16.289473684210527,59.57894736842106,55.68421052631579,0.07894736842105263,20.526315789473685,0.13157894736842105,0.475
Girona,19.55263157894737,5.5,1.263157894736842,319.7894736842105,8.315789473684209,6.5,3.9736842105263164,3.5789473684210527,11.36842105263158,3.263157894736842,16.157894736842106,14.13157894736842,20.42105263157895,59.57894736842106,58.05263157894736,0.18421052631578946,22.26315789473684,0.05263157894736842,0.485
SD Huesca,20.263157894736842,6.789473684210527,1.3157894736842106,255.0,8.210526315789473,7.657894736842105,4.7105263157894735,4.421052631578949,11.473684210526313,2.8157894736842106,18.710526315789476,15.23684210526316,20.34210526315789,59.60526315789475,57.94736842105264,0.07894736842105263,23.23684210526316,0.15789473684210525,0.458
Rayo Vallecano,20.605263157894736,6.684210526315789,1.4736842105263157,300.2894736842105,14.0,6.63157894736842,5.447368421052633,4.894736842105263,11.421052631578947,2.026315789473684,17.131578947368418,14.921052631578947,14.552631578947368,60.68421052631579,57.23684210526316,0.2894736842105263,22.657894736842106,0.07894736842105263,0.495
Paris Saint Germain,15.5,8.157894736842103,1.0526315789473684,552.2368421052631,11.894736842105265,10.473684210526317,4.342105263157896,6.2631578947368425,9.0,2.4473684210526314,18.473684210526315,12.473684210526313,10.973684210526317,59.368421052631575,52.57894736842106,0.10526315789473684,12.789473684210524,0.05263157894736842,0.604
Lille,15.157894736842106,7.447368421052633,1.368421052631579,355.0,9.473684210526317,7.526315789473684,5.63157894736842,4.3157894736842115,10.18421052631579,2.763157894736842,16.5,12.605263157894735,15.36842105263158,60.26315789473684,54.18421052631579,0.3157894736842105,17.894736842105264,0.02631578947368421,0.511
Lyon,17.94736842105263,10.052631578947368,1.5263157894736843,471.5263157894737,12.026315789473687,10.81578947368421,6.894736842105262,5.973684210526316,9.447368421052632,3.5789473684210527,16.842105263157894,11.63157894736842,16.684210526315788,59.44736842105264,57.368421052631575,0.2894736842105263,16.184210526315788,0.07894736842105263,0.5820000000000001
Saint-Etienne,20.289473684210527,7.342105263157895,1.3157894736842106,367.9210526315789,8.105263157894736,7.947368421052633,5.2368421052631575,5.894736842105262,11.552631578947368,2.5526315789473686,17.763157894736842,11.973684210526313,16.55263157894737,58.31578947368421,53.81578947368421,0.15789473684210525,19.315789473684212,0.07894736842105263,0.515
Marseille,21.73684210526316,7.552631578947367,1.9210526315789476,390.10526315789474,9.210526315789474,8.736842105263158,5.2631578947368425,5.921052631578947,10.710526315789474,2.5789473684210527,20.526315789473685,13.210526315789476,18.94736842105263,57.57894736842106,60.05263157894736,0.2894736842105263,17.0,0.15789473684210525,0.535
Montpellier,19.710526315789476,7.473684210526316,1.5,327.3157894736842,8.026315789473685,7.526315789473684,5.947368421052633,4.5,12.81578947368421,2.763157894736842,19.94736842105263,14.105263157894735,20.34210526315789,62.60526315789475,59.76315789473684,0.2631578947368421,18.657894736842106,0.02631578947368421,0.483
Nice,13.026315789473687,6.684210526315789,1.4473684210526316,448.3684210526316,13.18421052631579,6.447368421052633,5.2105263157894735,4.526315789473684,12.026315789473687,2.8421052631578947,17.44736842105263,11.18421052631579,14.23684210526316,59.31578947368421,57.78947368421053,0.10526315789473684,19.289473684210527,0.0,0.546
